id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
1131,Matthew,Aguilar,matthew.aguilar.1131@gslingacademy.com,1,0,2,False,11,Banker,0.7999999999999999,0.96,0.6200000000000001,0.21999999999999997,0.45714285714285713,0.9387755102040816,0.0
1132,Brett,Myers,brett.myers.1132@gslingacademy.com,1,0,2,True,1,Game Developer,0.9833333333333333,0.19999999999999996,0.74,0.8800000000000001,0.5857142857142856,0.8775510204081631,0.8250000000000002
1133,Lisa,Alexander,lisa.alexander.1133@gslingacademy.com,0,0,4,False,14,Teacher,0.7666666666666667,0.98,0.28,0.76,0.7714285714285714,0.9183673469387754,0.9250000000000003
1134,Stephanie,Allen,stephanie.allen.1134@gslingacademy.com,0,0,4,True,11,Designer,0.9333333333333335,0.21999999999999997,0.7,0.74,0.7571428571428571,0.6122448979591835,0.4750000000000001
1135,Rebecca,Clark,rebecca.clark.1135@gslingacademy.com,0,0,3,False,28,Lawyer,0.7833333333333333,0.98,0.40000000000000013,0.6200000000000001,0.45714285714285713,0.8163265306122447,0.7749999999999999
1136,Andrew,Sanders,andrew.sanders.1136@gslingacademy.com,1,0,6,False,18,Software Engineer,0.8166666666666668,0.8,0.9199999999999999,0.94,0.8142857142857143,0.693877551020408,0.07500000000000018
1137,Julia,Day,julia.day.1137@gslingacademy.com,0,0,1,False,31,Writer,0.6166666666666666,0.96,0.3400000000000001,0.3400000000000001,0.7142857142857142,0.8163265306122447,0.15000000000000013
1138,Amber,Levy,amber.levy.1138@gslingacademy.com,0,1,6,False,2,Business Owner,0.2833333333333333,0.41999999999999993,0.020000000000000018,0.17999999999999994,0.7714285714285714,0.4897959183673468,0.20000000000000018
1139,Nicole,Daniel,nicole.daniel.1139@gslingacademy.com,0,0,0,False,32,Accountant,0.7999999999999999,0.8600000000000001,0.8200000000000001,0.8400000000000001,0.32857142857142857,0.30612244897959173,0.7000000000000002
1140,Sarah,Wells,sarah.wells.1140@gslingacademy.com,0,0,3,False,3,Real Estate Developer,0.2666666666666667,0.5,0.56,0.6400000000000001,0.9714285714285713,0.9999999999999998,0.5249999999999999
1141,Laura,Stone,laura.stone.1141@gslingacademy.com,0,1,1,False,33,Accountant,0.9,0.5800000000000001,0.28,0.5800000000000001,0.9428571428571428,0.9795918367346936,0.8250000000000002
1142,Katherine,Glenn,katherine.glenn.1142@gslingacademy.com,0,0,3,False,4,Business Owner,0.2833333333333333,0.41999999999999993,0.52,0.17999999999999994,0.39999999999999997,0.693877551020408,0.3250000000000002
1143,Catherine,Mccall,catherine.mccall.1143@gslingacademy.com,0,1,4,False,0,Business Owner,0.6833333333333335,0.72,0.3600000000000001,0.30000000000000004,0.8142857142857143,0.5714285714285712,0.5500000000000003
1144,Tammy,Andrews,tammy.andrews.1144@gslingacademy.com,0,0,2,False,10,Stock Investor,0.9333333333333335,0.6600000000000001,0.28,0.6799999999999999,0.9714285714285713,0.5918367346938773,0.9750000000000001
1145,Kathryn,Powell,kathryn.powell.1145@gslingacademy.com,0,0,8,False,11,Banker,0.9500000000000001,0.32000000000000006,0.52,0.6000000000000001,0.7285714285714284,0.6530612244897958,0.10000000000000009
1146,Michael,Lutz,michael.lutz.1146@gslingacademy.com,1,0,3,False,5,Game Developer,0.7666666666666667,0.52,0.8400000000000001,0.72,0.6428571428571428,0.346938775510204,0.4750000000000001
1147,Brian,Myers,brian.myers.1147@gslingacademy.com,1,0,4,False,33,Doctor,0.9,0.48,0.9000000000000001,0.6400000000000001,1.0,0.26530612244897944,0.9250000000000003
1148,Maria,Adams,maria.adams.1148@gslingacademy.com,0,0,2,True,29,Software Engineer,0.7999999999999999,0.6600000000000001,0.8800000000000001,0.6000000000000001,0.9571428571428571,0.9183673469387754,0.4500000000000002
1149,Ronnie,Nguyen,ronnie.nguyen.1149@gslingacademy.com,1,0,3,False,26,Unknown,0.7333333333333333,0.48,0.48,0.3400000000000001,0.5999999999999999,0.9999999999999998,0.125
1150,Daniel,Stephens,daniel.stephens.1150@gslingacademy.com,1,0,1,False,25,Stock Investor,0.7500000000000001,0.6400000000000001,0.76,0.24,0.5857142857142856,0.4285714285714284,0.375
1151,Brandon,Oliver,brandon.oliver.1151@gslingacademy.com,1,0,2,True,30,Unknown,0.6333333333333334,0.78,0.9000000000000001,0.41999999999999993,0.5428571428571429,0.4285714285714284,0.2250000000000001
1152,David,Vazquez,david.vazquez.1152@gslingacademy.com,1,0,2,False,13,Unknown,0.7666666666666667,0.32000000000000006,0.54,0.48,0.7714285714285714,0.4489795918367345,0.875
1153,Desiree,Moore,desiree.moore.1153@gslingacademy.com,0,0,1,False,25,Software Engineer,0.9833333333333333,0.96,0.6000000000000001,0.6600000000000001,0.8428571428571427,0.36734693877551017,0.025000000000000133
1154,Jessica,Turner,jessica.turner.1154@gslingacademy.com,0,0,0,False,15,Teacher,0.45000000000000007,0.28,0.98,0.6799999999999999,1.0,0.6326530612244896,0.4500000000000002
1155,Scott,Bishop,scott.bishop.1155@gslingacademy.com,1,0,6,False,10,Banker,0.7333333333333333,0.8800000000000001,0.19999999999999996,0.6600000000000001,0.9571428571428571,0.510204081632653,0.9250000000000003
1156,Cassandra,Flores,cassandra.flores.1156@gslingacademy.com,0,1,3,True,0,Artist,0.5333333333333333,0.24,0.9199999999999999,0.9000000000000001,0.9571428571428571,0.4285714285714284,0.5750000000000002
1157,Miguel,Hernandez,miguel.hernandez.1157@gslingacademy.com,1,1,1,False,17,Designer,0.5666666666666668,0.76,0.98,0.8400000000000001,0.8999999999999999,0.7142857142857142,0.5249999999999999
1158,Brittany,Welch,brittany.welch.1158@gslingacademy.com,0,1,5,False,4,Business Owner,0.5666666666666668,0.48,0.6600000000000001,0.040000000000000036,0.5714285714285714,0.7551020408163263,0.875
1159,Robert,Ross,robert.ross.1159@gslingacademy.com,1,0,3,False,32,Lawyer,0.85,0.8400000000000001,0.28,0.3800000000000001,0.7428571428571429,0.8979591836734693,0.025000000000000133
1160,Jennifer,White,jennifer.white.1160@gslingacademy.com,0,0,5,False,34,Accountant,0.6166666666666666,0.32000000000000006,0.8800000000000001,0.54,0.2714285714285714,0.6734693877551019,0.10000000000000009
1161,Rebecca,Smith,rebecca.smith.1161@gslingacademy.com,0,0,7,False,8,Government Officer,0.7833333333333333,0.8,0.8200000000000001,0.19999999999999996,0.9285714285714286,0.346938775510204,0.050000000000000044
1162,Jessica,Ferrell,jessica.ferrell.1162@gslingacademy.com,0,0,1,True,3,Unknown,0.33333333333333337,0.40000000000000013,0.21999999999999997,0.26,0.4428571428571429,0.4285714285714284,0.3250000000000002
1163,Jeremy,Montgomery,jeremy.montgomery.1163@gslingacademy.com,1,0,1,True,3,Business Owner,0.8666666666666666,0.6799999999999999,0.72,0.6000000000000001,0.6142857142857143,0.9591836734693875,0.7000000000000002
1164,Angel,Gilbert,angel.gilbert.1164@gslingacademy.com,0,1,9,False,4,Business Owner,0.5166666666666667,0.78,0.26,0.0,0.4714285714285715,0.2857142857142856,0.2250000000000001
1165,Rebecca,Roman,rebecca.roman.1165@gslingacademy.com,0,0,1,False,2,Artist,0.3666666666666666,1.0,0.8200000000000001,0.5,0.9857142857142855,0.5306122448979591,0.4500000000000002
1166,Frank,Lopez,frank.lopez.1166@gslingacademy.com,1,0,0,False,0,Real Estate Developer,1.0,0.7,0.6200000000000001,0.8200000000000001,0.6428571428571428,0.2857142857142856,0.5750000000000002
1167,Thomas,Hernandez,thomas.hernandez.1167@gslingacademy.com,1,0,5,True,3,Game Developer,0.9,0.30000000000000004,1.0,0.54,0.5142857142857142,0.9387755102040816,0.20000000000000018
1168,Crystal,Miller,crystal.miller.1168@gslingacademy.com,0,0,4,False,4,Artist,0.9666666666666667,0.6000000000000001,0.32000000000000006,0.8800000000000001,0.7999999999999998,0.4489795918367345,0.6499999999999999
1169,Nicholas,Wallace,nicholas.wallace.1169@gslingacademy.com,1,0,3,False,21,Construction Engineer,0.9,0.6200000000000001,0.76,0.6200000000000001,0.5857142857142856,0.857142857142857,0.3250000000000002
1170,Arthur,Brown,arthur.brown.1170@gslingacademy.com,1,0,3,False,4,Game Developer,0.8666666666666666,0.3800000000000001,0.8600000000000001,0.3400000000000001,0.7,0.693877551020408,0.2250000000000001
1171,Corey,Monroe,corey.monroe.1171@gslingacademy.com,1,0,5,True,1,Business Owner,0.16666666666666674,0.74,0.8600000000000001,0.6799999999999999,0.7999999999999998,0.46938775510204067,0.3500000000000001
1172,Angel,Green,angel.green.1172@gslingacademy.com,0,0,7,False,49,Doctor,0.9833333333333333,0.96,0.8800000000000001,0.9199999999999999,0.9285714285714286,0.7755102040816324,0.8000000000000003
1173,Tina,Anderson,tina.anderson.1173@gslingacademy.com,0,0,3,False,12,Teacher,0.5000000000000001,0.3600000000000001,0.78,0.19999999999999996,0.7,0.7142857142857142,0.15000000000000013
1174,Rebecca,Khan,rebecca.khan.1174@gslingacademy.com,0,0,6,False,9,Government Officer,0.8666666666666666,0.8600000000000001,0.72,0.21999999999999997,0.6857142857142857,0.6122448979591835,0.050000000000000044
1175,Terry,Dean,terry.dean.1175@gslingacademy.com,1,1,1,False,20,Banker,0.7000000000000001,0.40000000000000013,0.72,0.32000000000000006,0.9571428571428571,0.8775510204081631,0.7749999999999999
1176,Tyler,Martin,tyler.martin.1176@gslingacademy.com,1,0,7,True,16,Construction Engineer,0.7166666666666667,0.45999999999999996,0.6400000000000001,0.24,0.8857142857142857,0.36734693877551017,0.40000000000000013
1177,Derrick,Hartman,derrick.hartman.1177@gslingacademy.com,1,0,1,False,13,Stock Investor,0.7333333333333333,0.7,0.28,0.48,0.7,0.857142857142857,0.10000000000000009
1178,Mark,Stevens,mark.stevens.1178@gslingacademy.com,1,0,0,False,30,Unknown,0.33333333333333337,0.41999999999999993,0.8200000000000001,0.6600000000000001,0.8999999999999999,0.7755102040816324,0.9250000000000003
1179,Scott,Tate,scott.tate.1179@gslingacademy.com,1,0,3,False,7,Unknown,0.45000000000000007,0.19999999999999996,0.98,0.19999999999999996,0.7428571428571429,0.6326530612244896,0.07500000000000018
1180,Melissa,Deleon,melissa.deleon.1180@gslingacademy.com,0,0,3,False,38,Doctor,0.9333333333333335,0.8400000000000001,0.8600000000000001,0.8200000000000001,0.8285714285714285,0.8163265306122447,0.7000000000000002
1181,Nicole,Newman,nicole.newman.1181@gslingacademy.com,0,0,4,False,7,Stock Investor,0.9500000000000001,0.26,0.21999999999999997,0.54,0.6285714285714286,0.8979591836734693,0.025000000000000133
1182,Brent,Burton,brent.burton.1182@gslingacademy.com,1,0,1,False,8,Unknown,0.8166666666666668,0.24,0.5800000000000001,0.19999999999999996,0.8999999999999999,0.5510204081632653,0.3250000000000002
1183,Victor,Bright,victor.bright.1183@gslingacademy.com,1,0,0,False,8,Real Estate Developer,0.4666666666666667,0.9000000000000001,0.24,0.30000000000000004,0.5714285714285714,0.30612244897959173,0.10000000000000009
1184,Kenneth,Turner,kenneth.turner.1184@gslingacademy.com,1,0,9,True,11,Construction Engineer,0.7000000000000001,0.7,0.8800000000000001,0.5,0.9571428571428571,0.9795918367346936,0.40000000000000013
1185,Lisa,Bailey,lisa.bailey.1185@gslingacademy.com,0,0,3,True,30,Software Engineer,0.7500000000000001,0.56,0.98,0.6200000000000001,0.42857142857142855,0.6734693877551019,0.375
1186,Nancy,Fowler,nancy.fowler.1186@gslingacademy.com,0,0,3,True,11,Unknown,0.7666666666666667,0.32000000000000006,0.6799999999999999,0.72,0.6285714285714286,0.8367346938775508,0.15000000000000013
1187,Gabriel,Wilson,gabriel.wilson.1187@gslingacademy.com,1,0,2,False,35,Accountant,0.7833333333333333,0.72,0.78,0.8800000000000001,0.8999999999999999,0.8367346938775508,0.7000000000000002
1188,Andrea,Barrett,andrea.barrett.1188@gslingacademy.com,0,0,7,False,4,Business Owner,0.9666666666666667,0.6200000000000001,0.15999999999999992,0.56,0.8714285714285714,0.4897959183673468,0.375
1189,Jessica,Williams,jessica.williams.1189@gslingacademy.com,0,0,9,True,6,Real Estate Developer,0.85,0.8800000000000001,0.5,0.72,0.7714285714285714,0.346938775510204,0.9250000000000003
1190,Hector,Cox,hector.cox.1190@gslingacademy.com,1,0,1,False,33,Doctor,1.0,0.8,0.78,0.8200000000000001,0.7999999999999998,0.510204081632653,0.30000000000000004
1191,Michelle,Mendoza,michelle.mendoza.1191@gslingacademy.com,0,0,1,False,1,Real Estate Developer,0.16666666666666674,0.19999999999999996,0.40000000000000013,0.5,1.0,0.2448979591836733,1.0
1192,Adam,Wallace,adam.wallace.1192@gslingacademy.com,1,0,3,False,11,Designer,0.5833333333333334,0.8400000000000001,0.40000000000000013,0.24,0.8142857142857143,0.7551020408163263,0.9500000000000002
1193,Kelly,Harris,kelly.harris.1193@gslingacademy.com,0,0,7,False,21,Stock Investor,0.7666666666666667,0.24,0.6200000000000001,0.26,0.8857142857142857,0.510204081632653,0.4750000000000001
1194,Anthony,Clark,anthony.clark.1194@gslingacademy.com,1,0,3,False,24,Banker,0.6666666666666666,0.32000000000000006,0.3400000000000001,0.43999999999999995,0.6857142857142857,0.9999999999999998,0.17500000000000004
1195,Randall,Wyatt,randall.wyatt.1195@gslingacademy.com,1,0,7,False,4,Business Owner,0.2666666666666667,0.32000000000000006,0.8400000000000001,0.48,0.7,0.6122448979591835,0.20000000000000018
1196,Ryan,Sutton,ryan.sutton.1196@gslingacademy.com,1,0,1,False,1,Game Developer,0.85,0.43999999999999995,0.7,0.56,0.8857142857142857,0.6530612244897958,0.625
1197,Rick,Garcia,rick.garcia.1197@gslingacademy.com,1,0,1,True,12,Construction Engineer,0.9,0.30000000000000004,0.8,0.5800000000000001,0.9571428571428571,0.5306122448979591,0.375
1198,Frank,Schmitt,frank.schmitt.1198@gslingacademy.com,1,0,7,False,28,Construction Engineer,0.6833333333333335,0.6400000000000001,0.98,0.72,0.8285714285714285,0.204081632653061,0.7250000000000001
1199,Alan,Mcgrath,alan.mcgrath.1199@gslingacademy.com,1,0,2,False,20,Accountant,0.9,0.6400000000000001,0.8200000000000001,0.8800000000000001,1.0,0.9999999999999998,0.2250000000000001
1200,Lauren,Gomez,lauren.gomez.1200@gslingacademy.com,0,0,3,False,35,Doctor,0.9833333333333333,0.78,0.8600000000000001,0.74,0.7999999999999998,0.8163265306122447,0.9000000000000004
1201,Katherine,Taylor,katherine.taylor.1201@gslingacademy.com,0,0,0,False,33,Lawyer,0.7999999999999999,0.6600000000000001,0.24,0.76,1.0,0.6734693877551019,0.6000000000000001
1202,Ashley,York,ashley.york.1202@gslingacademy.com,0,0,6,False,4,Real Estate Developer,0.65,0.48,0.3600000000000001,0.6400000000000001,0.49999999999999994,0.46938775510204067,0.7250000000000001
1203,Charles,Rangel,charles.rangel.1203@gslingacademy.com,1,1,4,False,1,Business Owner,0.15000000000000002,0.7,0.40000000000000013,0.8,0.7,0.4285714285714284,0.17500000000000004
1204,Brooke,Burnett,brooke.burnett.1204@gslingacademy.com,0,0,5,False,7,Government Officer,0.9500000000000001,0.98,0.3400000000000001,0.74,0.5142857142857142,0.36734693877551017,0.17500000000000004
1205,Ronald,Lane,ronald.lane.1205@gslingacademy.com,1,0,3,False,27,Construction Engineer,0.9333333333333335,0.40000000000000013,0.6400000000000001,0.41999999999999993,0.9857142857142855,0.8163265306122447,0.125
1206,Emma,Andrews,emma.andrews.1206@gslingacademy.com,0,0,2,False,34,Stock Investor,0.8166666666666668,0.41999999999999993,0.5,0.30000000000000004,0.6285714285714286,0.8775510204081631,0.75
1207,Nancy,Esparza,nancy.esparza.1207@gslingacademy.com,0,1,2,False,17,Software Engineer,0.9,0.8,0.54,0.30000000000000004,0.7571428571428571,0.5918367346938773,0.9000000000000004
1208,Sean,Erickson,sean.erickson.1208@gslingacademy.com,1,0,1,False,18,Unknown,0.3666666666666666,0.45999999999999996,0.9000000000000001,0.3600000000000001,0.4428571428571429,0.204081632653061,0.20000000000000018
1209,Heather,Davis,heather.davis.1209@gslingacademy.com,0,0,2,True,9,Real Estate Developer,0.4666666666666667,0.8800000000000001,0.8400000000000001,0.54,0.7,0.7755102040816324,0.3500000000000001
1210,Kimberly,Bailey,kimberly.bailey.1210@gslingacademy.com,0,0,2,False,3,Real Estate Developer,0.30000000000000004,0.32000000000000006,0.98,0.96,0.5571428571428572,0.30612244897959173,0.4500000000000002
1211,Tracy,Garcia,tracy.garcia.1211@gslingacademy.com,0,0,5,False,28,Banker,0.8666666666666666,0.54,0.5,0.6799999999999999,0.6285714285714286,0.6530612244897958,0.4500000000000002
1212,Brenda,Rhodes,brenda.rhodes.1212@gslingacademy.com,0,0,5,False,28,Stock Investor,0.8333333333333334,0.56,0.72,0.6600000000000001,0.9714285714285713,0.4285714285714284,0.6000000000000001
1213,Sarah,Brooks,sarah.brooks.1213@gslingacademy.com,0,0,2,False,26,Doctor,0.7333333333333333,0.3400000000000001,0.78,0.9199999999999999,0.8285714285714285,0.204081632653061,0.7000000000000002
1214,Jennifer,Beck,jennifer.beck.1214@gslingacademy.com,0,1,10,True,4,Business Owner,0.6833333333333335,0.7,0.0,0.06000000000000005,0.35714285714285715,0.8367346938775508,0.4500000000000002
1215,Allison,Bond,allison.bond.1215@gslingacademy.com,0,0,3,False,15,Teacher,0.7833333333333333,0.78,0.8800000000000001,0.6400000000000001,0.7285714285714284,0.9795918367346936,0.7000000000000002
1216,Jessica,Smith,jessica.smith.1216@gslingacademy.com,0,0,3,False,33,Unknown,0.7999999999999999,0.5,0.6600000000000001,0.48,0.657142857142857,0.4489795918367345,0.025000000000000133
1217,Carol,Nguyen,carol.nguyen.1217@gslingacademy.com,0,0,3,True,31,Writer,0.6,0.6600000000000001,1.0,0.9199999999999999,0.49999999999999994,0.9795918367346936,0.9250000000000003
1218,George,Francis,george.francis.1218@gslingacademy.com,1,0,5,True,7,Government Officer,0.33333333333333337,0.32000000000000006,0.30000000000000004,0.8,0.4428571428571429,0.9387755102040816,0.3500000000000001
1219,Michelle,Dixon,michelle.dixon.1219@gslingacademy.com,0,0,1,False,26,Unknown,0.7500000000000001,0.28,0.96,0.3600000000000001,0.5714285714285714,0.26530612244897944,0.42500000000000004
1220,Linda,George,linda.george.1220@gslingacademy.com,0,0,9,False,3,Business Owner,0.5499999999999999,0.76,0.14000000000000012,0.8600000000000001,0.7857142857142856,0.7142857142857142,0.42500000000000004
1221,Larry,Bruce,larry.bruce.1221@gslingacademy.com,1,0,5,False,31,Lawyer,0.9833333333333333,0.6200000000000001,0.6000000000000001,0.78,0.6428571428571428,0.6734693877551019,0.8250000000000002
1222,Charles,Myers,charles.myers.1222@gslingacademy.com,1,0,4,False,1,Business Owner,0.9166666666666666,0.14000000000000012,0.54,0.6200000000000001,0.7571428571428571,0.1428571428571428,0.25
1223,Matthew,Boyd,matthew.boyd.1223@gslingacademy.com,1,0,4,True,30,Accountant,0.8666666666666666,0.8,0.8400000000000001,0.56,0.4142857142857143,0.36734693877551017,0.9000000000000004
1224,Ronald,Brewer,ronald.brewer.1224@gslingacademy.com,1,0,2,True,28,Lawyer,1.0,0.8800000000000001,0.52,0.19999999999999996,0.9285714285714286,0.8163265306122447,0.15000000000000013
1225,Kimberly,Mcgee,kimberly.mcgee.1225@gslingacademy.com,0,1,3,False,24,Doctor,0.8166666666666668,0.3400000000000001,0.96,0.8800000000000001,0.8428571428571427,0.204081632653061,0.875
1226,Jill,Anderson,jill.anderson.1226@gslingacademy.com,0,0,1,True,28,Banker,0.9,0.32000000000000006,0.3600000000000001,0.8800000000000001,0.45714285714285713,0.5306122448979591,0.42500000000000004
1227,David,Coffey,david.coffey.1227@gslingacademy.com,1,0,6,False,6,Real Estate Developer,0.8166666666666668,0.28,0.56,0.7,0.5428571428571429,0.693877551020408,0.9750000000000001
1228,Brittany,Henderson,brittany.henderson.1228@gslingacademy.com,0,1,9,True,5,Business Owner,0.5666666666666668,0.5800000000000001,0.6400000000000001,0.020000000000000018,0.5285714285714285,0.30612244897959173,0.5500000000000003
1229,Holly,Richardson,holly.richardson.1229@gslingacademy.com,0,0,2,False,12,Teacher,0.9166666666666666,0.6400000000000001,0.40000000000000013,0.6200000000000001,0.9142857142857141,0.8775510204081631,0.2250000000000001
1230,Justin,Brooks,justin.brooks.1230@gslingacademy.com,1,0,7,False,3,Unknown,0.8833333333333334,0.48,0.96,1.0,0.45714285714285713,0.6734693877551019,0.6750000000000003
1231,Joan,Frederick,joan.frederick.1231@gslingacademy.com,0,0,4,False,26,Lawyer,0.9,0.8200000000000001,0.96,0.8800000000000001,0.8285714285714285,0.9591836734693875,0.8500000000000001
1232,Loretta,Webb,loretta.webb.1232@gslingacademy.com,0,0,4,False,18,Accountant,0.7500000000000001,0.6000000000000001,0.6799999999999999,0.9199999999999999,0.21428571428571425,0.693877551020408,0.75
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,0,0,5,False,31,Accountant,0.9,0.96,0.48,0.8800000000000001,0.07142857142857145,0.9183673469387754,0.5
1234,Jaime,Houston,jaime.houston.1234@gslingacademy.com,0,0,1,False,17,Teacher,0.9166666666666666,0.76,0.7,0.32000000000000006,0.5714285714285714,0.4489795918367345,0.9250000000000003
1235,Jacqueline,Goodman,jacqueline.goodman.1235@gslingacademy.com,0,0,2,True,23,Software Engineer,0.9500000000000001,0.6400000000000001,1.0,0.3800000000000001,0.4857142857142857,0.46938775510204067,0.7000000000000002
1236,Brian,Crawford,brian.crawford.1236@gslingacademy.com,1,0,0,False,17,Designer,1.0,0.6600000000000001,0.3400000000000001,0.54,0.8285714285714285,0.5306122448979591,0.6000000000000001
1237,John,Reynolds,john.reynolds.1237@gslingacademy.com,1,0,4,False,29,Doctor,0.9833333333333333,0.30000000000000004,0.94,0.78,0.8142857142857143,0.4489795918367345,0.6499999999999999
1238,Heather,Marsh,heather.marsh.1238@gslingacademy.com,0,0,0,False,13,Designer,0.9500000000000001,0.3400000000000001,0.5800000000000001,0.52,0.657142857142857,0.3265306122448979,0.9250000000000003
1239,Dawn,Flores,dawn.flores.1239@gslingacademy.com,0,1,10,True,2,Business Owner,0.21666666666666667,0.96,0.32000000000000006,0.6000000000000001,0.7428571428571429,0.7959183673469385,0.625
1240,Christie,Lane,christie.lane.1240@gslingacademy.com,0,0,3,False,35,Unknown,0.9833333333333333,0.7,0.96,0.8200000000000001,0.7999999999999998,0.9591836734693875,0.625
1241,Traci,Johnson,traci.johnson.1241@gslingacademy.com,0,0,5,False,35,Designer,0.9833333333333333,0.78,0.76,0.8800000000000001,0.9857142857142855,0.7959183673469385,0.8000000000000003
1242,Robert,Hartman,robert.hartman.1242@gslingacademy.com,1,0,3,False,28,Accountant,0.65,0.6600000000000001,0.56,0.78,0.7571428571428571,0.5918367346938773,0.40000000000000013
1243,Christopher,Porter,christopher.porter.1243@gslingacademy.com,1,1,6,True,2,Business Owner,0.9,0.9000000000000001,0.5,0.45999999999999996,0.3,0.7959183673469385,0.42500000000000004
1244,Phillip,Lynch,phillip.lynch.1244@gslingacademy.com,1,0,6,True,28,Software Engineer,0.9500000000000001,0.45999999999999996,0.8400000000000001,0.28,0.5142857142857142,0.9387755102040816,0.125
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,1,0,3,True,26,Accountant,0.7833333333333333,0.40000000000000013,0.30000000000000004,0.28,0.0,0.4489795918367345,0.20000000000000018
1246,Jesse,Johnson,jesse.johnson.1246@gslingacademy.com,1,0,7,False,26,Stock Investor,0.7000000000000001,0.6400000000000001,0.74,0.8400000000000001,0.4857142857142857,0.40816326530612224,0.30000000000000004
1247,Donna,Andrews,donna.andrews.1247@gslingacademy.com,0,0,1,False,22,Doctor,0.9,0.96,0.9199999999999999,0.76,0.9428571428571428,0.22448979591836715,0.5
1248,Timothy,Hall,timothy.hall.1248@gslingacademy.com,1,1,1,False,26,Software Engineer,0.9833333333333333,0.7,0.94,0.43999999999999995,0.7,0.857142857142857,0.5500000000000003
1249,Amy,Hicks,amy.hicks.1249@gslingacademy.com,0,0,1,False,16,Teacher,0.4666666666666667,0.6600000000000001,0.48,0.74,0.5857142857142856,0.7346938775510203,0.5500000000000003
1250,Susan,Wall,susan.wall.1250@gslingacademy.com,0,0,10,False,2,Business Owner,0.45000000000000007,0.6400000000000001,0.6200000000000001,0.6600000000000001,0.38571428571428573,0.18367346938775508,0.7749999999999999
1251,David,Fields,david.fields.1251@gslingacademy.com,1,0,4,True,10,Banker,0.8666666666666666,0.30000000000000004,0.6200000000000001,0.5800000000000001,0.7714285714285714,0.7142857142857142,0.3500000000000001
1252,Terri,Lyons,terri.lyons.1252@gslingacademy.com,0,0,3,True,21,Writer,0.4833333333333333,0.54,0.6400000000000001,0.8600000000000001,0.8857142857142857,0.8163265306122447,0.27500000000000013
1253,Eric,Jones,eric.jones.1253@gslingacademy.com,1,1,1,False,30,Software Engineer,0.8666666666666666,0.96,0.21999999999999997,0.98,0.6714285714285713,0.4489795918367345,0.375
1254,Betty,Nguyen,betty.nguyen.1254@gslingacademy.com,0,0,6,False,24,Accountant,0.8333333333333334,0.28,0.8,0.5,0.4857142857142857,0.9387755102040816,0.27500000000000013
1255,Albert,Anderson,albert.anderson.1255@gslingacademy.com,1,1,1,False,33,Stock Investor,0.85,0.8400000000000001,0.45999999999999996,0.94,0.4428571428571429,0.26530612244897944,0.27500000000000013
1256,Katrina,Montgomery,katrina.montgomery.1256@gslingacademy.com,0,0,5,False,3,Artist,0.41666666666666663,0.3400000000000001,0.8200000000000001,0.6200000000000001,0.9571428571428571,0.9999999999999998,0.375
1257,Samantha,Cole,samantha.cole.1257@gslingacademy.com,0,0,2,False,34,Software Engineer,0.9666666666666667,0.6000000000000001,0.40000000000000013,0.19999999999999996,0.8285714285714285,0.30612244897959173,0.8000000000000003
1258,Kathleen,Potts,kathleen.potts.1258@gslingacademy.com,0,0,6,True,2,Business Owner,0.5000000000000001,0.78,0.56,0.74,0.8142857142857143,0.2448979591836733,0.625
1259,Melissa,Edwards,melissa.edwards.1259@gslingacademy.com,0,0,2,False,17,Software Engineer,0.9500000000000001,0.94,0.8,0.3800000000000001,0.6428571428571428,0.36734693877551017,0.25
1260,Mark,Delgado,mark.delgado.1260@gslingacademy.com,1,0,1,False,18,Accountant,0.6666666666666666,0.41999999999999993,0.78,0.6200000000000001,0.6428571428571428,0.6326530612244896,0.07500000000000018
1261,Derek,Bates,derek.bates.1261@gslingacademy.com,1,0,2,False,16,Writer,0.5000000000000001,0.5,0.5800000000000001,0.54,0.49999999999999994,0.857142857142857,0.4500000000000002
1262,Ryan,Ruiz,ryan.ruiz.1262@gslingacademy.com,1,0,3,True,21,Doctor,0.9333333333333335,0.5800000000000001,0.8400000000000001,0.7,0.9285714285714286,0.3877551020408161,0.125
1263,Charles,Gill,charles.gill.1263@gslingacademy.com,1,0,1,False,24,Software Engineer,0.9833333333333333,0.24,0.30000000000000004,0.3400000000000001,0.9571428571428571,0.46938775510204067,0.9000000000000004
1264,Amanda,Edwards,amanda.edwards.1264@gslingacademy.com,0,0,3,True,27,Unknown,0.6,0.43999999999999995,0.94,0.30000000000000004,0.8142857142857143,0.8775510204081631,0.6000000000000001
1265,Emily,Waters,emily.waters.1265@gslingacademy.com,0,1,4,True,24,Stock Investor,0.7666666666666667,0.3600000000000001,0.96,0.74,0.4428571428571429,0.5714285714285712,0.9000000000000004
1266,John,Stevenson,john.stevenson.1266@gslingacademy.com,1,0,5,False,27,Construction Engineer,0.9666666666666667,1.0,1.0,0.6200000000000001,0.6142857142857143,0.510204081632653,0.9750000000000001
1267,Kevin,Hoffman,kevin.hoffman.1267@gslingacademy.com,1,0,3,False,14,Government Officer,0.7999999999999999,0.48,0.76,0.8400000000000001,0.7571428571428571,0.4285714285714284,0.7250000000000001
